,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit,Proba guess
169,13224,31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,625,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5688514370864813
170,12533,41,blue-collar,married,high.school,no,no,no,cellular,jul,mon,226,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.31736240932216075
171,13473,32,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,307,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.9886161544124489
172,2840,39,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,829,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.5797452192457969
173,29758,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,86,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.3801411726235504
174,5850,52,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,748,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5509482191178968
175,19827,37,admin.,single,university.degree,no,no,no,cellular,aug,fri,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.7453344309065021
176,23975,50,admin.,married,basic.9y,no,no,no,cellular,aug,fri,215,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.6692328934531846
177,29899,34,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,36,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.2649195576628094
178,7194,35,self-employed,married,university.degree,no,no,yes,telephone,may,thu,188,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.06633483442844157
179,38261,45,blue-collar,single,basic.9y,no,no,no,cellular,oct,tue,845,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,0,0.3700841979141063
180,22573,36,admin.,single,university.degree,no,no,no,cellular,aug,fri,71,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.6297175070215645
181,18186,40,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,225,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.2101740099148396
182,2237,26,admin.,single,high.school,no,yes,no,telephone,may,mon,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.7527555537388139
183,10771,26,admin.,single,basic.4y,no,yes,yes,telephone,jun,tue,68,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.06653648135411494
184,37379,42,management,divorced,high.school,no,yes,no,cellular,aug,wed,266,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.26031509857854096
185,38543,36,admin.,married,university.degree,no,no,no,cellular,oct,thu,343,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,0,0.8047545637433454
186,30329,55,admin.,divorced,university.degree,no,no,no,cellular,apr,thu,260,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.19343428262332774
187,9755,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,388,12,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.6394608808799401
188,32025,50,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,251,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.5246703091237337
189,15325,47,technician,married,professional.course,no,yes,no,cellular,jul,fri,165,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.9248079703993507
190,40318,63,retired,married,basic.4y,no,no,no,cellular,jul,fri,273,1,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,0,0.263296770487111
191,1159,25,services,married,professional.course,no,no,no,telephone,may,thu,125,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.06596109068402378
192,15629,31,services,single,high.school,no,no,yes,telephone,jul,mon,1425,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.7350659632886695
193,35026,33,technician,divorced,high.school,no,no,no,cellular,may,fri,224,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.7721780295432468
194,18223,36,blue-collar,married,basic.6y,no,no,no,telephone,jul,wed,350,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.907815852503524
195,33227,37,admin.,married,university.degree,no,yes,yes,cellular,may,tue,43,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.9319720691968373
196,41000,54,services,divorced,high.school,no,yes,no,cellular,oct,wed,487,3,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,1,0.013951572975597015
197,15269,26,admin.,married,high.school,no,no,no,cellular,jul,thu,991,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.2343620861214205
198,29083,50,management,married,basic.9y,no,yes,no,cellular,apr,fri,329,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.6167783570016576
199,17232,50,technician,married,university.degree,no,no,no,cellular,jul,fri,95,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.9490163206876164
200,15052,49,technician,divorced,high.school,no,yes,no,cellular,jul,thu,388,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.9501761192470797
201,23268,37,blue-collar,single,professional.course,no,yes,no,cellular,aug,wed,503,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.5566531881951564
202,24781,34,blue-collar,married,professional.course,no,no,no,cellular,nov,tue,95,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.9156063497662745
203,14752,31,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,154,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.6415662089463375
204,5939,37,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,160,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.39000771414124624
205,16277,38,self-employed,single,high.school,no,yes,yes,cellular,jul,tue,55,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.48599066709690975
206,33906,39,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,56,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.6043104829199732
207,27452,44,admin.,married,high.school,no,no,no,cellular,nov,fri,10,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.5495479215085626
208,15570,33,admin.,married,university.degree,no,no,no,cellular,jul,fri,305,10,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.9261814267064536
209,20867,23,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.9187334356336061
210,15349,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,91,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.3948756129235549
211,7161,39,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,thu,145,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.9632625284407118
212,11059,43,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,354,21,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.17395566668046436
213,36825,24,blue-collar,single,high.school,no,no,yes,cellular,jun,mon,188,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.12632951943963733
214,19837,45,admin.,married,high.school,no,yes,yes,cellular,aug,fri,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.13507915804673132
215,11510,52,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,245,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.5056621656768967
216,11195,40,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,212,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.021524805274197978
217,888,36,technician,married,professional.course,no,no,no,telephone,may,wed,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.947970211217681
218,17905,59,housemaid,divorced,university.degree,no,no,no,cellular,jul,tue,367,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.8271154711707325
219,8722,46,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,165,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.015018980742122379
220,28223,31,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,84,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,1,0.17619625557505525
221,27105,36,technician,single,professional.course,no,yes,no,cellular,nov,fri,254,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.332063574366837
222,36625,28,self-employed,single,professional.course,no,yes,no,cellular,jun,thu,207,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.1309968448109169
223,18192,25,admin.,married,high.school,no,no,no,telephone,jul,wed,156,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.8094906921265821
224,1170,40,admin.,single,high.school,no,yes,no,telephone,may,thu,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.34473665268329345
225,29768,53,admin.,married,professional.course,no,yes,no,cellular,apr,mon,476,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.9401074823333672
226,31355,33,admin.,married,high.school,no,yes,no,telephone,may,wed,48,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.58201417994708
227,37166,46,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,99,5,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.8788319844118441
228,13364,60,admin.,married,basic.4y,no,yes,no,cellular,jul,wed,659,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.8447344453922219
229,1072,57,management,divorced,university.degree,no,no,no,telephone,may,wed,283,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.9053923187086492
230,9406,35,technician,married,professional.course,no,yes,no,telephone,jun,fri,34,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.45988026581680697
231,20332,48,technician,married,university.degree,no,yes,yes,cellular,aug,mon,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.5463468160203733
232,34566,29,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,17,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.7986035911520394
233,38778,51,self-employed,single,basic.9y,no,yes,no,cellular,nov,thu,104,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.28571885173414757
234,2669,45,management,divorced,basic.9y,no,no,no,telephone,may,wed,174,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4902535226199277
235,17983,52,admin.,single,high.school,no,yes,no,cellular,jul,tue,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.5991103076458784
236,59,25,technician,single,university.degree,no,yes,no,telephone,may,mon,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.015533275550835723
237,37428,35,blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,305,3,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,0,0.5934814081966372
238,7034,38,self-employed,married,high.school,no,yes,no,telephone,may,thu,118,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.4336763489894583
239,10628,42,blue-collar,divorced,high.school,no,yes,no,telephone,jun,tue,226,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.8073605288848414
240,1962,43,services,divorced,basic.9y,no,yes,no,telephone,may,fri,284,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.31524480309537295
241,15228,24,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,538,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.8928887085251513
242,21154,33,technician,single,professional.course,no,no,no,cellular,aug,mon,266,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.5778572152845355
243,889,30,admin.,single,university.degree,no,no,no,telephone,may,wed,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.18401020162746506
244,4779,29,admin.,single,high.school,no,no,no,telephone,may,wed,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.7879292338255043
245,17615,53,management,married,high.school,no,no,no,cellular,jul,mon,123,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.6120311770449339
246,38791,66,retired,married,basic.4y,no,yes,yes,telephone,nov,thu,1127,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.053909272073752956
247,33294,43,technician,married,university.degree,no,no,no,cellular,may,tue,426,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,1,0.4201936800011322
248,17188,57,admin.,single,basic.9y,no,yes,no,cellular,jul,fri,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.6790688365654296
249,2484,27,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,19,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.9186017779775258
250,29585,49,unemployed,married,basic.6y,no,no,no,cellular,apr,mon,68,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.00040202489135743313
251,16448,34,technician,married,professional.course,no,yes,no,cellular,jul,wed,84,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.9767591490310596
252,29919,49,services,married,high.school,no,no,no,cellular,apr,mon,173,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.37658031474577447
253,14707,48,unemployed,married,university.degree,no,yes,no,cellular,jul,tue,812,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.9737835383583225
254,19028,45,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.604716100974053
255,25085,38,admin.,single,high.school,no,yes,no,cellular,nov,tue,133,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.828845807980693
256,14927,58,admin.,divorced,basic.9y,no,no,no,telephone,jul,wed,231,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.5747115047081023
257,32210,42,technician,married,professional.course,no,no,no,cellular,may,fri,1014,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.6280761983073504
258,3381,53,technician,married,professional.course,no,yes,no,telephone,may,thu,920,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.28557628169569393
259,4036,30,blue-collar,single,basic.9y,no,no,yes,telephone,may,mon,36,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.586833340656083
260,17872,49,entrepreneur,married,university.degree,no,no,no,cellular,jul,tue,114,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.7500217637026599
261,11993,44,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,103,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.8583138364290424
262,28851,28,technician,married,basic.9y,no,no,no,cellular,apr,thu,263,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0.7550821884676802
263,17651,50,admin.,divorced,university.degree,no,no,yes,cellular,jul,mon,85,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.698057248447303
264,30585,26,student,single,high.school,no,no,no,cellular,may,mon,716,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,1,0.8644794300545998
265,6984,53,unemployed,married,basic.9y,no,no,no,telephone,may,thu,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.32268099683674645
266,31782,31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,172,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.6707887907875872
267,15255,45,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,1673,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.45087393641334916
268,34569,51,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,159,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,0.3821027520315172
269,3956,42,admin.,divorced,university.degree,no,no,no,telephone,may,mon,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4108113499221856
270,3989,42,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,798,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4014795834695406
271,13247,44,technician,married,high.school,no,yes,no,cellular,jul,wed,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3173839459582769
272,39908,45,admin.,divorced,university.degree,no,no,yes,cellular,jun,wed,79,1,3,2,success,-1.7,94.055,-39.8,0.739,4991.6,0,0.6219193679203014
273,17138,34,technician,married,university.degree,no,yes,no,cellular,jul,fri,133,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.43024727082126435
274,283,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,75,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.9738020779272523
275,23977,38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.6778008914343111
276,10141,39,management,married,university.degree,no,no,yes,telephone,jun,thu,127,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.19856988842711087
277,5413,52,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,151,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4267010093480328
278,3665,29,admin.,single,university.degree,no,yes,no,telephone,may,fri,22,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.343346239774423
279,2377,52,services,married,basic.9y,no,no,no,telephone,may,tue,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.7976388039585666
280,12453,30,services,married,high.school,no,yes,no,cellular,jul,mon,559,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.8799982885634318
281,1188,32,admin.,married,high.school,no,no,no,telephone,may,thu,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.903841955826372
282,29621,36,technician,single,professional.course,no,yes,no,cellular,apr,mon,59,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.6627198123752622
283,375,49,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2702082620297578
284,14496,51,retired,married,basic.9y,no,yes,no,cellular,jul,tue,109,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.25236670150458973
285,37178,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,148,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,0,0.8548979426974024
286,29005,45,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,106,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.5277146463087466
287,7633,47,admin.,married,university.degree,no,no,no,telephone,may,fri,216,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.8021610840045981
288,11433,31,housemaid,married,basic.4y,no,no,no,telephone,jun,fri,40,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.5724885171916063
289,38325,28,services,married,basic.9y,no,yes,no,cellular,oct,fri,847,1,2,1,success,-3.4,92.431,-26.9,0.739,5017.5,1,0.7331425252875111
290,33107,35,admin.,single,high.school,no,yes,yes,telephone,may,tue,352,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.5190116274640558
291,31424,51,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,90,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.770883910501888
292,28871,31,student,single,high.school,no,no,yes,cellular,apr,thu,246,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,0.5688579907047155
293,35154,31,admin.,single,high.school,no,no,no,cellular,may,fri,80,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.4657098785919809
294,33073,32,technician,married,university.degree,no,no,no,cellular,may,tue,164,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.3426889079532818
295,27396,49,admin.,married,high.school,no,no,no,cellular,nov,fri,288,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.06820934841670412
296,19516,49,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.37792417932809985
297,36010,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,482,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.07962607769825236
298,41124,37,technician,single,professional.course,no,yes,no,cellular,nov,wed,226,1,6,4,success,-1.1,94.767,-50.8,1.044,4963.6,1,0.982817113730445
299,28224,36,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,tue,99,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,0.18161285133076377
300,32485,44,admin.,divorced,high.school,no,yes,yes,cellular,may,fri,211,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.8118586977205398
301,35398,43,blue-collar,single,high.school,no,no,no,cellular,may,fri,504,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.8749616449558981
302,27371,57,admin.,divorced,university.degree,no,no,yes,cellular,nov,fri,48,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.6884132523859433
303,39358,26,admin.,single,university.degree,no,no,no,cellular,mar,fri,81,1,7,4,failure,-1.8,93.369,-34.8,0.636,5008.7,0,0.5694944127453757
304,39344,41,technician,divorced,university.degree,no,no,no,cellular,mar,thu,187,1,6,1,success,-1.8,93.369,-34.8,0.635,5008.7,1,0.16097143681560877
305,12980,30,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,355,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.4668800227633063
306,3452,35,self-employed,married,university.degree,no,yes,yes,telephone,may,thu,365,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.345172051155215
307,4031,50,unemployed,married,basic.4y,no,yes,no,telephone,may,mon,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.2250399578140846
308,1333,43,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,468,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.5925118687657968
